"","Var1","Freq"
"609","Fiscal, General Government, Revenue, Tax, 2001 Manual, Cash, Domestic Currency",49
"610","Fiscal, General Government, Revenue, Tax, 2001 Manual, Domestic Currency",89
"611","Fiscal, General Government, Revenue, Tax, Goods and Services, 2001 Manual, Cash, Domestic Currency",42
"612","Fiscal, General Government, Revenue, Tax, Goods and Services, 2001 Manual, Domestic Currency",30
"613","Fiscal, General Government, Revenue, Tax, Income and Profits, 2001 Manual, Cash, Domestic Currency",42
"614","Fiscal, General Government, Revenue, Tax, Income and Profits, 2001 Manual, Domestic Currency",86
"615","Fiscal, General Government, Revenue, Tax, Other, 2001 Manual, Cash, Domestic Currency",42
"616","Fiscal, General Government, Revenue, Tax, Other, 2001 Manual, Domestic Currency",30
"617","Fiscal, General Government, Revenue, Tax, Payroll, 2001 Manual, Cash, Domestic Currency",39
"618","Fiscal, General Government, Revenue, Tax, Payroll, 2001 Manual, Domestic Currency",30
"619","Fiscal, General Government, Revenue, Tax, Property, 2001 Manual, Cash, Domestic Currency",42
"620","Fiscal, General Government, Revenue, Tax, Property, 2001 Manual, Domestic Currency",30
"621","Fiscal, General Government, Revenue, Tax, Trade, 2001 Manual, Cash, Domestic Currency",42
"622","Fiscal, General Government, Revenue, Tax, Trade, 2001 Manual, Domestic Currency",30
"623","Fiscal, General Government, Statistical discrepancy [30x-33+NCB-CSD] *, 2001 Manual, Cash, Domestic Currency",47
"624","Fiscal, General Government,Assets and Liabilities, Liabilities, Special Drawing Rights, Classification of the stocks of assets and liabilities, 2001 Manual, Domestic Currency",46
"625","Fiscal, General Government,Assets and Liabilities, Liabilities, Special Drawing Rights, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Cash, Domestic Currency",41
"626","Fiscal, General Government,Assets and Liabilities, Liabilities, Special Drawing Rights, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Domestic Currency",55
"627","Fund Accounts, Currency Holdings as % of Quota, Percent per annum",621
"628","Fund Accounts, Currency Holdings, SDRs",621
"629","Fund Accounts, Currency Holdings, US Dollars",621
"630","Fund Accounts, Lending to the Fund, SDRs",621
"631","Fund Accounts, Lending to the Fund, US Dollars",621
"632","Fund Accounts, Net Cumulative Allocation, Escrow account, SDRs",621
"633","Fund Accounts, Net Cumulative Allocation, Escrow account, US Dollars",621
"634","Fund Accounts, Outstanding GRA, SDRs",621
"635","Fund Accounts, Outstanding GRA, US Dollars",621
"636","Fund Accounts, Outstanding Loans, SDRs",621
"637","Fund Accounts, Outstanding Loans, US Dollars",621
"638","Fund Accounts, Overdue Obligations, SDRs",621
"639","Fund Accounts, Overdue Obligations, US Dollars",621
"640","Fund Accounts, Quota, SDRs",621
"641","Fund Accounts, Quota, US Dollars",621
"642","Fund Accounts, SDR Holdings as % of Allocation, Percent per annum",615
"643","Fund Accounts, SDR Holdings, Allocations, SDRs",621
"644","Fund Accounts, SDR Holdings, Allocations, US Dollars",621
"645","Fund Accounts, UFC & Loans as % of Quota, Percent per annum",621
"646","Fund Accounts, UFC & Loans, SDRs",621
"647","Fund Accounts, UFC & Loans, US Dollars",621
"648","Fund Accounts, Use of Fund Credit and Loans, Reserve Tranche Position, SDRs",621
"649","Fund Accounts, Use of Fund Credit and Loans, Reserve Tranche Position, US Dollars",621
"650","Gross Capital Formation, Changes in Inventories, Nominal, Domestic Currency",268
"651","Gross Capital Formation, Changes in Inventories, Nominal, Seasonally Adjusted, Domestic Currency",112
"652","Gross Capital Formation, Gross Fixed Capital Formation, Nominal, Domestic Currency",271
"653","Gross Capital Formation, Gross Fixed Capital Formation, Nominal, Seasonally Adjusted, Domestic Currency",116
"654","Gross Capital Formation, Nominal, Domestic Currency",259
"655","Gross Capital Formation, Nominal, Ratio to GDP, Percent",277
"656","Gross Capital Formation, Nominal, Seasonally Adjusted, Domestic Currency",113
"657","Gross Capital Formation, Private Sector (Corporations, Households, and Non-profit Institutions Serving Households), Acquisitions less Disposals of Valuables, Nominal, Domestic Currency",38
"658","Gross Capital Formation, Private Sector (Corporations, Households, and Non-profit Institutions Serving Households), Acquisitions less Disposals of Valuables, Nominal, Seasonally Adjusted, Domestic Currency",17
"659","Gross Capital Formation, Private Sector (Corporations, Households, and Non-profit Institutions Serving Households), Changes in Inventories, Nominal, Domestic Currency",76
"660","Gross Capital Formation, Private Sector (Corporations, Households, and Non-profit Institutions Serving Households), Changes in Inventories, Nominal, Seasonally Adjusted, Domestic Currency",28
"661","Gross Capital Formation, Private Sector (Corporations, Households, and Non-profit Institutions Serving Households), Gross Fixed Capital Formation, Dwellings, Nominal, Domestic Currency",44
"662","Gross Capital Formation, Private Sector (Corporations, Households, and Non-profit Institutions Serving Households), Gross Fixed Capital Formation, Other Buildings and Structures, Nominal, Domestic Currency",44
"663","Gross Capital Formation, Private Sector (Corporations, Households, and Non-profit Institutions Serving Households), Gross Fixed Capital Formation, Other Buildings and Structures, Nominal, Seasonally Adjusted, Domestic Currency",20
"664","Gross Domestic Income, Nominal, Domestic Currency",51
"665","Gross Domestic Product, Expenditure Approach, Deflator, Index",276
"666","Gross Domestic Product, Expenditure Approach, Deflator, Percent Change, Corresponding Period Previous Year, Percent",296
"667","Gross Domestic Product, Expenditure Approach, Deflator, Percent Change, Corresponding Period Previous Year, Seasonally Adjusted, Percent",116
"668","Gross Domestic Product, Expenditure Approach, Deflator, Percent Change, Previous Period, Percent",276
"669","Gross Domestic Product, Expenditure Approach, Deflator, Percent Change, Previous Period, Seasonally Adjusted, Percent",116
"670","Gross Domestic Product, Expenditure Approach, Deflator, Seasonally Adjusted, Index",116
"671","Gross Domestic Product, Expenditure Approach, Nominal, Domestic Currency",296
"672","Gross Domestic Product, Expenditure Approach, Nominal, Percent Change, Corresponding Period Previous Year, Percent",295
"673","Gross Domestic Product, Expenditure Approach, Nominal, Percent Change, Corresponding Period Previous Year, Seasonally Adjusted, Percent",117
"674","Gross Domestic Product, Expenditure Approach, Nominal, Percent Change, Previous Period, Percent",294
"675","Gross Domestic Product, Expenditure Approach, Nominal, Percent Change, Previous Period, Seasonally Adjusted, Percent",117
"676","Gross Domestic Product, Expenditure Approach, Nominal, Seasonally Adjusted, Domestic Currency",117
"677","Gross Domestic Product, Expenditure Approach, Real, Domestic Currency",192
"678","Gross Domestic Product, Expenditure Approach, Real, Percent Change, Corresponding Period Previous Year, Percent",302
"679","Gross Domestic Product, Expenditure Approach, Real, Percent Change, Corresponding Period Previous Year, Seasonally Adjusted, Percent",128
"680","Gross Domestic Product, Expenditure Approach, Real, Percent Change, Previous Period, Percent",282
"681","Gross Domestic Product, Expenditure Approach, Real, Percent Change, Previous Period, Seasonally Adjusted, Percent",128
"682","Gross Domestic Product, Expenditure Approach, Real, Reference Chained, Domestic Currency",110
"683","Gross Domestic Product, Expenditure Approach, Real, Reference Chained, Seasonally adjusted, Domestic Currency",97
"684","Gross Domestic Product, Expenditure Approach, Real, Seasonally Adjusted, Domestic Currency",33
"685","Gross Domestic Product, Expenditure Approach, Real, Spliced Historical Series, Domestic Currency",292
"686","Gross Domestic Product, Expenditure Approach, Real, Spliced Historical Series, Index",481
"687","Gross Domestic Product, Expenditure Approach, Real, Spliced Historical Series, Seasonally Adjusted, Domestic Currency",129
"688","Gross Domestic Product, Expenditure Approach, Real, Spliced Historical Series, Seasonally Adjusted, Index",128
"689","Indicators of Economic Activity, Other Indicators. Tourism, Number of Tourist Nights, Number",117
"690","Indicators of Economic Activity, Other Indicators. Tourism, Number of Tourist Nights, Percentage change, Corresponding period previous year, Percent",109
"691","Indicators of Economic Activity, Retail Sales, Index",120
"692","Indicators of Economic Activity, Retail Sales, Percentage change, Previous period, Percent",120
"693","Industrial Production, Percentage change, corresponding period previous year, Seasonally adjusted, Percent",141
"694","Industrial Production, Percentage change, previous period, Seasonally adjusted, Percent",141
"695","Industrial Production, Seasonally adjusted, Index",208
"696","International Liquidity, Gold Holdings, National Valuation, SDRs",672
"697","International Liquidity, Gold Holdings, National Valuation, US Dollars",672
"698","International Liquidity, Monetary, Deposit Money Banks, Assets (Non-Standardized Presentation), US Dollars",87
"699","International Liquidity, Monetary, Deposit Money Banks, Liabilities (Non-Standardized Presentation), US Dollars",87
"700","International Liquidity, Monetary, Monetary Authorities, Non-convertible Foreign Assets (Non-Standardized Presentation), US Dollars",6
"701","International Liquidity, Monetary, Monetary Authorities, Other Assets (Non-Standardized Presentation), US Dollars",9
"702","International Liquidity, Monetary, Monetary Authorities, Other Liabilities (Non-Standardized Presentation), US Dollars",90
"703","International Liquidity, Monetary, Other Banking Institutions, Assets (Non-Standardized Presentation), US Dollars",27
"704","International Liquidity, Monetary, Other Banking Institutions, Liabilities (Non-Standardized Presentation), US Dollars",33
"705","International Liquidity, Monetary, Other Financial Intermediaries, Assets (Non-Standardized Presentation), US Dollars",9
"706","International Liquidity, Monetary, Other Financial Intermediaries, Liabilities (Non-Standardized Presentation), US Dollars",9
"707","International Liquidity, Total Reserves excluding Gold, Foreign Exchange, SDRs",786
"708","International Liquidity, Total Reserves excluding Gold, Foreign Exchange, US Dollars",786
"709","International Liquidity, Total Reserves excluding Gold, SDRs",762
"710","International Liquidity, Total Reserves excluding Gold, US Dollars",762
"711","International Liquidity, Total Reserves Minus Gold, Other Reserve Assets, SDRs",90
