,Country,Year,C_M2,C_cpi,IV_fdi_outflow,IV_lending,C_gdp,IV_trade_balance,C_REER,DV_VA,DV_nfc_ls,DV_hh_ls,IV_gov_exp,IV_gini,DV_VAplus,DV_nfc_lsplus,DV_hh_lsplus,IVlag1_DV_VAplus,IVlag1_DV_nfc_lsplus,IVlag1_DV_hh_lsplus,IV_lendingplus,IV_gov_expplus,IV_trade_balanceplus,IV_fdi_outflowplus,IV_lendingplus_lag1,IV_gov_expplus_lag1,IV_trade_balanceplus_lag1,IV_fdi_outflowplus_lag1,IV_lendingplus_lag2,IV_gov_expplus_lag2,IV_trade_balanceplus_lag2,IV_fdi_outflowplus_lag2,C_REERplus,C_cpiplus,C_gdpplus,C_m2plus
7692,New Zealand,1965,22.3741556384942,3.397487,,,,,,,,,24.9234,0.4752877215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2828135696160836,0.0,0.0,0.0,0.002523245853930378,0.0,0.0,0.0,-0.10199712710254394,0.0,0.0,0.0,-0.02227888885563456,0.0,-0.07775771388993402
7693,New Zealand,1966,22.5424126774206,2.755479,,,,,,,,,25.0426,0.4719233392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004782654052015278,0.0,0.0,0.0,0.2828135696160836,0.0,0.0,0.0,0.002523245853930378,0.0,0.0,0.0,-0.18896555012572536,0.0,0.007520151448169754
7694,New Zealand,1967,21.1501174500062,6.05692,,,,,,,,,26.0114,0.4743423449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038686078921517764,0.0,0.0,0.0,0.004782654052015278,0.0,0.0,0.0,0.2828135696160836,0.0,0.0,0.0,1.1981368756575534,0.0,-0.06176336345793987
7695,New Zealand,1968,20.5790341311348,4.311927,,,,,,,,,26.1846,0.476719631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006658618913245817,0.0,0.0,0.0,0.038686078921517764,0.0,0.0,0.0,0.004782654052015278,0.0,0.0,0.0,-0.2880990668524597,0.0,-0.027001425416256053
7696,New Zealand,1969,20.8033204222142,4.925242,,,,,,,,,25.8544,0.4752704408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012610465693575712,0.0,0.0,0.0,0.006658618913245817,0.0,0.0,0.0,0.038686078921517764,0.0,0.0,0.0,0.14223686996556295,0.0,0.01089877637843406
7697,New Zealand,1970,20.1283603857387,6.517183,2.24767351902059,,,,86.290548,,,,24.8364,0.4728362389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.039374342471687473,0.0,1.3513982551339154,0.0,-0.012610465693575712,0.0,0.0,0.0,0.006658618913245817,0.0,0.0,-0.022862759981514214,0.32322086914714054,0.0,-0.032444822402233675
7698,New Zealand,1971,19.818526622903,10.38757,1.39044493070751,,,,89.616373,2.9846336,,,26.7644,0.4731946799,-0.2927740692368429,0.0,0.0,0.0,0.0,0.0,0.0,0.0776279976164016,0.0,-0.3813848323873176,0.0,-0.039374342471687473,0.0,1.3513982551339154,0.0,-0.012610465693575712,0.0,0.0,0.038542170342920956,0.5938742244923918,0.0,-0.015392896236855025
7699,New Zealand,1972,23.4947916666667,6.932811,1.32419375,,,,90.860078,3.2046332,,,26.3646,0.4790874615,0.0737107563219821,0.0,0.0,-0.2927740692368429,0.0,0.0,0.0,-0.01493775313476109,0.0,-0.0476474682631256,0.0,0.0776279976164016,0.0,-0.3813848323873176,0.0,-0.039374342471687473,0.0,1.3513982551339154,0.013878100154756323,-0.33258586945743807,0.0,0.1854963849590754
7700,New Zealand,1973,26.8927290511901,8.166666,1.62197646994892,,,,96.27276,3.2126297,,,27.0978,0.4844461022,0.0024952933771016372,0.0,0.0,0.0737107563219821,0.0,0.0,0.0,0.027810017978653123,0.0,0.2248785118861345,0.0,-0.01493775313476109,0.0,-0.0476474682631256,0.0,0.0776279976164016,0.0,-0.3813848323873176,0.0595716195621141,0.17797326365885335,0.0,0.1446251336352231
7701,New Zealand,1974,25.9412462908012,11.1094,1.80482267062315,,,,98.232635,3.3973264,,,27.2834,0.4735586104,0.057490815078999,0.0,0.0,0.0024952933771016372,0.0,0.0,0.0,0.006849264515938591,0.0,0.11273048904340044,0.0,0.027810017978653123,0.0,0.2248785118861345,0.0,-0.01493775313476109,0.0,-0.0476474682631256,0.020357523768924857,0.36033480492529035,0.0,-0.03538066956974728
7702,New Zealand,1975,25.5051808921672,14.68495,1.07425112399017,,,,88.244901,3.2903513,,,30.0634,0.4437688354,-0.031488025407273135,0.0,0.0,0.057490815078999,0.0,0.0,0.0,0.10189345902636782,0.0,-0.4047885471101358,0.0,0.006849264515938591,0.0,0.11273048904340044,0.0,0.027810017978653123,0.0,0.2248785118861345,-0.10167429592008814,0.3218490647559724,0.0,-0.016809732028511992
7703,New Zealand,1976,24.6041248925809,16.90689,2.04074545975365,,,,82.748223,3.3284989,,,31.5744,0.4590134429,0.011593777235883618,0.0,0.0,-0.031488025407273135,0.0,0.0,0.0,0.050260449583214184,0.0,0.8996912492616802,0.0,0.10189345902636782,0.0,-0.4047885471101358,0.0,0.006849264515938591,0.0,0.11273048904340044,-0.062288902108916244,0.15130729079772154,0.0,-0.03532835165513459
7704,New Zealand,1977,25.1917151441539,14.38356,0.999040235248993,,70269.1315,,83.987903,3.613679,,,29.9631,0.4355484837,0.08567829179694186,0.0,0.0,0.011593777235883618,0.0,0.0,0.0,-0.05103184858619636,0.0,-0.5104532853550522,0.0,0.050260449583214184,0.0,0.8996912492616802,0.0,0.10189345902636782,0.0,-0.4047885471101358,0.014981348904616443,-0.14924861994133765,-0.942856770281329,0.023881778122097908
7705,New Zealand,1978,27.7218838127468,11.9566,1.47723875916526,,70492.0201,,85.970664,3.7343216,,,36.6426,0.4349245328,0.033384979684139005,0.0,0.0,0.08567829179694186,0.0,0.0,0.0,0.22292419676201725,0.0,0.4786579229184744,0.0,-0.05103184858619636,0.0,-0.5104532853550522,0.0,0.050260449583214184,0.0,0.8996912492616802,0.023607697408518424,-0.1687315240455075,0.0031719276336863444,0.10043653852524859
7706,New Zealand,1979,28.1575183610359,13.6996,1.69087786045613,,72037.4329,,86.994989,3.6812515,,,38.4055,0.4268151267,-0.014211443385058198,0.0,0.0,0.033384979684139005,0.0,0.0,0.0,0.04811066900274552,0.0,0.14462056317259808,0.0,0.22292419676201725,0.0,0.4786579229184744,0.0,-0.05103184858619636,0.0,-0.5104532853550522,0.011914820153069883,0.14577722763996448,0.021923230428177343,0.015714464111879378
7707,New Zealand,1980,26.4215726978328,17.15056,1.43726855496685,,72962.4984,,85.860632,3.8374339,,,38.0349,0.4329337132,0.042426441116560465,0.0,0.0,-0.014211443385058198,0.0,0.0,0.0,-0.009649659553970236,0.0,-0.14998676806902334,0.0,0.04811066900274552,0.0,0.14462056317259808,0.0,0.22292419676201725,0.0,0.4786579229184744,-0.013039337242746307,0.2519022453210311,0.01284145565381456,-0.06165123079899271
7708,New Zealand,1981,25.2573649754501,15.37015,0.724730746096148,,76359.6009,,85.710717,3.9467773,,,39.1093,0.4327446583,0.028493884937014657,0.0,0.0,0.042426441116560465,0.0,0.0,0.0,0.028247740890603,0.0,-0.49575829541970073,0.0,-0.009649659553970236,0.0,-0.14998676806902334,0.0,0.04811066900274552,0.0,0.14462056317259808,-0.00174602721303041,-0.10381060443507373,0.04655956929238059,-0.04406277157295013
7709,New Zealand,1982,25.4636506118512,16.16369,1.13657566155909,,77069.5712,,88.465777,3.9981688,,,39.8831,0.4381965709,0.013021129922886843,0.0,0.0,0.028493884937014657,0.0,0.0,0.0,0.019785575297947,0.0,0.5682730002575382,0.0,0.028247740890603,0.0,-0.49575829541970073,0.0,-0.009649659553970236,0.0,-0.14998676806902334,0.032143704969822995,0.05162864383236321,0.009297721460458819,0.008167345904911638
7710,New Zealand,1983,24.3501040849982,7.341074,1.00040124376391,,79759.8208,,84.666675,4.4088231,,,41.3649,0.4513710924,0.10271059591080789,0.0,0.0,0.013021129922886843,0.0,0.0,0.0,0.03715358134147051,0.0,-0.11981113303832647,0.0,0.019785575297947,0.0,0.5682730002575382,0.0,0.028247740890603,0.0,-0.49575829541970073,-0.042944312804713225,-0.5458293248633201,0.0349067674584389,-0.04373082806652784
7711,New Zealand,1984,25.9427306449683,6.17125,0.536388549444195,,83583.2172,,77.425202,4.4306569,,,40.6811,0.4428873991,0.004952296679809898,0.0,0.0,0.10271059591080789,0.0,0.0,0.0,-0.016530923560796662,0.0,-0.46382658679422817,0.0,0.03715358134147051,0.0,-0.11981113303832647,0.0,0.019785575297947,0.0,0.5682730002575382,-0.085529200243189,-0.15935324994680622,0.04793637149194785,0.06540532863476733
7712,New Zealand,1985,29.7853841530394,15.41766,0.913162316622756,,84933.0179,,78.961708,4.8769218,,,36.6152,0.429808792,0.10072206222964364,0.0,0.0,0.004952296679809898,0.0,0.0,0.0,-0.0999456750186204,0.0,0.7024269395179548,0.0,-0.016530923560796662,0.0,-0.46382658679422817,0.0,0.03715358134147051,0.0,-0.11981113303832647,0.01984503702037488,1.4983042333400851,0.016149183355435692,0.1481206261845993
7713,New Zealand,1986,30.9793108208376,13.2134,1.27238137382041,-6.6378997,86927.3252,,79.114536,5.4313099,,,37.2018,0.4191950756,0.11367582313909552,0.0,0.0,0.10072206222964364,0.0,0.0,1.5147687881790897,0.016020669011776345,0.0,0.39337919519740083,0.0,-0.0999456750186204,0.0,0.7024269395179548,0.0,-0.016530923560796662,0.0,-0.46382658679422817,0.0019354697849240932,-0.14296981513407347,0.023480942386247206,0.0400843132209987
7714,New Zealand,1987,32.3708836695897,15.74429,0.587546173532724,-2.1960041,87771.3403,,91.522433,5.780556,,,36.9796,0.4129254504,0.06430237022564311,0.0,0.0,0.11367582313909552,0.0,0.0,-0.6691718466309456,-0.0059728292717019515,0.0,-0.5382310794376237,1.5147687881790897,0.016020669011776345,0.0,0.39337919519740083,0.0,-0.0999456750186204,0.0,0.7024269395179548,0.15683460495805734,0.19153964914405064,0.009709433691398095,0.044919425638613175
7715,New Zealand,1988,62.9006173631607,6.375257,0.345138194493141,-4.6410857,87460.3874,,97.054363,5.3066913,,,36.9917,0.4176591528,-0.08197562656602586,0.0,0.0,0.06430237022564311,0.0,0.0,1.113423057816695,0.00032720743328762403,0.0,-0.4125769002665147,-0.6691718466309456,-0.0059728292717019515,0.0,-0.5382310794376237,1.5147687881790897,0.016020669011776345,0.0,0.39337919519740083,0.060443432486109616,-0.5950749763882652,-0.003542761212682377,0.9431232710601489
7716,New Zealand,1989,65.0411968414812,5.715991,0.987184303994547,-3.2443331,87601.4462,,91.72471,5.0781193,,,38.5763,0.4385055228,-0.04307241312491639,0.0,0.0,-0.08197562656602586,0.0,0.0,-0.3009538479326076,0.042836636326527344,0.0,1.8602580640033035,1.113423057816695,0.00032720743328762403,0.0,-0.4125769002665147,-0.6691718466309456,-0.0059728292717019515,0.0,-0.5382310794376237,-0.05491410004926822,-0.10341010566319142,0.0016128307247813556,0.03403113622815068
7717,New Zealand,1990,69.888637408541,6.098439,3.7031725758945,-4.4189793,87735.4911,,90.715372,5.6102529,70.9128847157016,27.8599374021909,39.9542,0.4640346556,0.10478950346834104,1.7545666454899504,0.7361763081207693,-0.04307241312491639,0.0,0.0,0.36206091168628785,0.03571882217838396,0.0,2.7512474225025314,-0.3009538479326076,0.042836636326527344,0.0,1.8602580640033035,1.113423057816695,0.00032720743328762403,0.0,-0.4125769002665147,-0.011003992272093255,0.0669084328509264,0.0015301676606338521,0.07452877256969948
7718,New Zealand,1991,71.169613121487,2.602399,3.95684413455714,-3.4298897,86778.473,,85.980115,5.3481389,73.2530632857561,31.8129867368365,42.4943,0.4532133609,-0.04672053197459236,0.03300075267614022,0.1418901011003253,0.10478950346834104,1.7545666454899504,0.7361763081207693,-0.22382761557629383,0.06357529371129944,0.0,0.06850114421182907,0.36206091168628785,0.03571882217838396,0.0,2.7512474225025314,-0.3009538479326076,0.042836636326527344,0.0,1.8602580640033035,-0.05219905839111816,-0.5732680116993873,-0.010907992740465833,0.018328812242509818
7719,New Zealand,1992,71.7372821854854,1.014557,2.61273592040037,-2.9185547,87728.4771,,77.945557,5.2723401,72.9553157908355,35.6555150197935,42.3383,0.4661791237,-0.014172930325351163,-0.004064642235630522,0.12078489563847539,-0.04672053197459236,0.03300075267614022,0.1418901011003253,-0.1490820535715769,-0.0036710805919853984,0.0,-0.3396919788722499,-0.22382761557629383,0.06357529371129944,0.0,0.06850114421182907,0.36206091168628785,0.03571882217838396,0.0,2.7512474225025314,-0.09344669985612375,-0.6101454849928855,0.010947462742286307,0.007976284246893117
7720,New Zealand,1993,70.5502808158439,1.28821,4.72858007668491,-0.59513498,93335.7615,,79.726561,4.8493792,74.101613896165,38.2060041282909,37.5803,0.4726910574,-0.0802226131049476,0.0157123314854255,0.07153140564879079,-0.014172930325351163,-0.004064642235630522,0.12078489563847539,-0.7960857200997467,-0.11238051598670695,0.0,0.8098193697127694,-0.1490820535715769,-0.0036710805919853984,0.0,-0.3396919788722499,-0.22382761557629383,0.06357529371129944,0.0,0.06850114421182907,0.022849333156988116,0.2697265900289487,0.06391635402046658,-0.01654650599352725
7721,New Zealand,1994,71.864348785872,1.745376,4.7304408560722,2.5316902,98113.0586,,83.749694,4.8659858,71.318691190011,41.5886276359226,34.4276,0.4712747497,0.0034244795704985176,-0.03755549386621437,0.08853643778797915,-0.0802226131049476,0.0157123314854255,0.07153140564879079,-5.253976467657807,-0.08389235849633991,0.0,0.0003935175797202817,-0.7960857200997467,-0.11238051598670695,0.0,0.8098193697127694,-0.1490820535715769,-0.0036710805919853984,0.0,-0.3396919788722499,0.05046163975390838,0.354884684950435,0.05118399446497279,0.018625977881763234
7722,New Zealand,1995,74.0100378236834,3.754941,4.45872926529605,2.3349956,102746.1796,,89.566797,4.3368492,78.3004136068203,45.6476323119777,33.4023,0.4701972408,-0.10874191207052031,0.09789470754879992,0.09759890880720223,0.0034244795704985176,-0.03755549386621437,0.08853643778797915,-0.07769299735014967,-0.029781338228630605,0.0,-0.05743895739175553,-5.253976467657807,-0.08389235849633991,0.0,0.0003935175797202817,-0.7960857200997467,-0.11238051598670695,0.0,0.8098193697127694,0.06945820005025904,1.1513650926791708,0.0472222664965416,0.029857489479306887
7723,New Zealand,1996,80.4005895095004,2.285714,5.58678410779111,2.4458482,106466.7044,,94.96597,4.3779393,71.9465933868992,50.3718749066579,32.0048,0.4580387724,0.009474643480801959,-0.08114670060143414,0.10349370504898192,-0.10874191207052031,0.09789470754879992,0.09759890880720223,0.047474436354398186,-0.041838436275346114,0.0,0.252999178773901,-0.07769299735014967,-0.029781338228630605,0.0,-0.05743895739175553,-5.253976467657807,-0.08389235849633991,0.0,0.0003935175797202817,0.060280965501088524,-0.39127831835440297,0.03621083347803622,0.08634709390422723
7724,New Zealand,1997,82.6897867671612,1.187151,2.9019336046622,1.0008315,108642.5957,,96.740777,4.5309476,79.7507218479307,54.6467757459095,31.5169,0.4688589463,0.03494984501041376,0.10847113245604434,0.0848668199699385,0.009474643480801959,-0.08114670060143414,0.10349370504898192,-0.5908039182480744,-0.015244588311753349,0.0,-0.48057172987671437,0.047474436354398186,-0.041838436275346114,0.0,0.252999178773901,-0.07769299735014967,-0.029781338228630605,0.0,-0.05743895739175553,0.018688873498580616,-0.48062137257767157,0.02043729363336988,0.028472393941717078
7725,New Zealand,1998,81.366296594462,1.26524,3.24713619207952,0.02199828,109502.9768,,86.75442,4.5313664,80.8740690333069,57.6528297606896,32.2957,0.486298141,9.243099611211392e-05,0.014085730628472515,0.05500880836515054,0.03494984501041376,0.10847113245604434,0.0848668199699385,-0.9780199963730158,0.02471055211648343,0.0,0.11895605980189328,-0.5908039182480744,-0.015244588311753349,0.0,-0.48057172987671437,0.047474436354398186,-0.041838436275346114,0.0,0.252999178773901,-0.10322800074264438,0.06577848984669998,0.007919371720239488,-0.016005485374220307
7726,New Zealand,1999,82.2468625528796,-0.1142663,1.60215774821217,-0.17883176,115477.3259,,82.845405,4.7045422,80.1972446931999,61.3312217113137,31.5987,0.4369171219,0.03821712585413528,-0.008368867156025583,0.06380245281788754,9.243099611211392e-05,0.014085730628472515,0.05500880836515054,-9.129351931150982,-0.021581820490034098,0.0,-0.5065936094333876,-0.9780199963730158,0.02471055211648343,0.0,0.11895605980189328,-0.5908039182480744,-0.015244588311753349,0.0,-0.48057172987671437,-0.04505839587193361,-1.09031195662483,0.054558782551745066,0.01082224453211178
7727,New Zealand,2000,78.8813140964127,2.615233,-7.86882775445286,1.7026276,118830.0065,1247429412.58552,75.314274,4.8282349,85.304553518628,61.8594238405001,30.7446,0.4025429287,0.02629218630454644,0.0636843428345506,0.008612287745915825,0.03821712585413528,-0.008368867156025583,0.06380245281788754,-10.520834554220123,-0.02702959298958507,-1.0549063132892877,-5.911393876934776,-9.129351931150982,-0.021581820490034098,0.0,-0.5065936094333876,-0.9780199963730158,0.02471055211648343,0.0,0.11895605980189328,-0.09090583841071209,-23.887176709143464,0.029033237251296695,-0.04092008317403073
7728,New Zealand,2001,80.1110765321338,2.625821,-1.12725703255937,1.3849782,122952.6659,2251953917.35523,74.45978,4.9227743,82.1169444268424,62.3978201634877,29.8882,0.4133576549,0.019580530350749914,-0.037367396701625366,0.008703545709960236,0.02629218630454644,0.0636843428345506,0.008612287745915825,-0.18656422578842258,-0.02785529816618193,0.8052756289333065,-0.8567439690211199,-10.520834554220123,-0.02702959298958507,-1.0549063132892877,-5.911393876934776,-9.129351931150982,-0.021581820490034098,0.0,-0.5065936094333876,-0.011345711172891404,0.004048587640183676,0.03469375725398116,0.015590034849293
7729,New Zealand,2002,76.4571145671581,2.677091,2.11127258767708,3.3414944,128707.2438,1662375166.8192,81.161962,5.1191414,83.8202835658973,64.726347686207,29.488,0.4138091269,0.0398895192087112,0.02074284608303234,0.03731744981825269,0.019580530350749914,-0.037367396701625366,0.008703545709960236,1.4126693113292328,-0.013389899692855423,-0.26180764446034976,-2.8729291782580955,-0.18656422578842258,-0.02785529816618193,0.8052756289333065,-0.8567439690211199,-10.520834554220123,-0.02702959298958507,-1.0549063132892877,-5.911393876934776,0.09001076822950593,0.019525321794592987,0.04680319745714434,-0.04561119539455982
7730,New Zealand,2003,78.3201231045591,1.753576,0.73128811160198,3.4667146,134580.2799,1644416393.45152,91.733466,5.4301912,79.451551865345,70.6741223982603,29.3949,0.417057692,0.06076210358244838,-0.05212022096200286,0.09189109110385885,0.0398895192087112,0.02074284608303234,0.03731744981825269,0.03747431089514919,-0.0031572164948453496,-0.010803080872558102,-0.653626861888745,1.4126693113292328,-0.013389899692855423,-0.26180764446034976,-2.8729291782580955,-0.18656422578842258,-0.02785529816618193,0.8052756289333065,-0.8567439690211199,0.13025195226305653,-0.34496959572909547,0.04563096781969933,0.024366712606772145
7731,New Zealand,2004,75.8068854766141,2.290249,0.821596516791153,3.9152939,140009.0975,615723703.548277,97.765262,5.4397535,84.3883594148331,75.3657293014865,28.8498,0.4158865319,0.0017609508851179623,0.06213607454584458,0.0663836598746601,0.06076210358244838,-0.05212022096200286,0.09189109110385885,0.1293960858502745,-0.01854403314860742,-0.6255670364268784,0.12349223754142646,0.03747431089514919,-0.0031572164948453496,-0.010803080872558102,-0.653626861888745,1.4126693113292328,-0.013389899692855423,-0.26180764446034976,-2.8729291782580955,0.0657534950221983,0.3060449048116536,0.04033887880181175,-0.032089296190070726
7732,New Zealand,2005,78.7316341732571,3.037021,-0.558622277149977,4.5668254,144659.3638,-1283142380.03224,102.97242,5.253652,90.3677202588352,82.6294176207068,29.7114,0.3926071844,-0.03421138476219565,0.07085528010574293,0.09637919498082859,0.0017609508851179623,0.06213607454584458,0.0663836598746601,0.16640679260374291,0.02986502506083233,-3.083958068591122,-1.6799228888308164,0.1293960858502745,-0.01854403314860742,-0.6255670364268784,0.12349223754142646,0.03747431089514919,-0.0031572164948453496,-0.010803080872558102,-0.653626861888745,0.05326184263690714,0.3260658557213647,0.033214029538330525,0.03858157050318689
7733,New Zealand,2006,82.9326063979618,3.365404,-0.358266477485589,5.1312997,148773.4505,-757517796.214083,95.690319,5.0716565,95.6087718052498,88.4168856067599,31.1007,0.3132291381,-0.03464171208903832,0.057996943282434765,0.07004125349907797,-0.03421138476219565,0.07085528010574293,0.09637919498082859,0.1236032146094308,0.046759829560370614,-0.4096385498583176,-0.3586605974372862,0.16640679260374291,0.02986502506083233,-3.083958068591122,-1.6799228888308164,0.1293960858502745,-0.01854403314860742,-0.6255670364268784,0.12349223754142646,-0.07071894590804018,0.10812668071771636,0.02843982298780179,0.053358123057118734
7734,New Zealand,2007,84.9044623891922,2.376143,2.90615912703898,4.2569195,153256.1607,-260339711.146269,101.91453,4.8217884,99.3546803403884,91.3735544403229,31.0498,0.3513095255,-0.04926755193298271,0.0391795487423352,0.03344009250351787,-0.03464171208903832,0.057996943282434765,0.07004125349907797,-0.17040131177681928,-0.0016366191114669526,-0.656325287079204,-9.111724958012234,0.1236032146094308,0.046759829560370614,-0.4096385498583176,-0.3586605974372862,0.16640679260374291,0.02986502506083233,-3.083958068591122,-1.6799228888308164,0.06504535740966655,-0.29395014684715415,0.030131116707547312,0.023776607017126805
7735,New Zealand,2008,92.3231022005875,3.958944,0.629701937359531,0.45276865,151709.9686,-803586697.80374,95.151093,5.3280393,107.237459534128,91.8599010892833,32.8498,0.3016991719,0.10499235097085569,0.07933978718197543,0.0053226193501976216,-0.04926755193298271,0.0391795487423352,0.03344009250351787,-0.8936393676225262,0.05797138789943901,2.086685063394934,-0.7833215905141712,-0.17040131177681928,-0.0016366191114669526,-0.656325287079204,-9.111724958012234,0.1236032146094308,0.046759829560370614,-0.4096385498583176,-0.3586605974372862,-0.06636381485544796,0.6661219463643391,-0.010088939282686948,0.08737632396032513
7736,New Zealand,2009,89.5507620457604,2.115656,-1.70809528123216,-2.8141623,151385.767,2442286807.39943,89.215628,6.2531594,102.141026442458,93.2987435144089,34.4287,0.3817527566,0.1736323716681294,-0.047524746611962376,0.01566344409327325,0.10499235097085569,0.07933978718197543,0.0053226193501976216,-7.215453079624661,0.04806421956906881,-4.0392324985896035,-3.712545698040176,-0.8936393676225262,0.05797138789943901,2.086685063394934,-0.7833215905141712,-0.17040131177681928,-0.0016366191114669526,-0.656325287079204,-9.111724958012234,-0.06237936751814299,-0.46560092792421415,-0.002136982842932289,-0.030028672008916346
7737,New Zealand,2010,92.6562525902995,2.302026,0.704895731704823,-6.8727804,153715.9658,3322195064.16294,95.379899,5.4748186,96.6533801257837,90.2827898757551,35.1255,0.380099153,-0.12447160710472216,-0.053726171625716024,-0.03232576908378215,0.1736323716681294,-0.047524746611962376,0.01566344409327325,1.4422118084660576,0.02023892856831666,0.3602804773369124,-1.4126793976014826,-7.215453079624661,0.04806421956906881,-4.0392324985896035,-3.712545698040176,-0.8936393676225262,0.05797138789943901,2.086685063394934,-0.7833215905141712,0.06909407172474302,0.08809088055903236,0.015392456280252542,0.03467854961359462
7738,New Zealand,2011,,4.027903,-0.071409555016863,-4.0685581,157304.0043,3303885888.3145,98.30744,5.6366941,90.7566884288169,87.0179857307206,34.8798,0.3951203513,0.02956728100543815,-0.06100864438773801,-0.036161976712587696,-0.12447160710472216,-0.053726171625716024,-0.03232576908378215,-0.4080186091788994,-0.006994918221804647,-0.005511168217045448,-1.1013051318159577,1.4422118084660576,0.02023892856831666,0.3602804773369124,-1.4126793976014826,-7.215453079624661,0.04806421956906881,-4.0392324985896035,-3.712545698040176,0.030693479765584675,0.7497208980263472,0.023342002773273363,0.0
7739,New Zealand,2012,,1.059918,-0.0514613827653143,-2.212258,160805.5372,786409618.313339,100.66352,5.6716133,90.8283557901561,88.1367782562393,,0.4168518826,0.006194978719884725,0.0007896647903300469,0.012857026235712166,0.02956728100543815,-0.06100864438773801,-0.036161976712587696,-0.456255030498397,0.0,-0.7619743402474075,-0.27934878248209283,-0.4080186091788994,-0.006994918221804647,-0.005511168217045448,-1.1013051318159577,1.4422118084660576,0.02023892856831666,0.3602804773369124,-1.4126793976014826,0.02396644648665447,-0.7368561258798934,0.022259655217181207,0.0
7740,New Zealand,2013,92.8775296160657,1.134418,-0.741242644397148,-0.51237245,164946.9005,1907413775.84307,103.55588,5.936668,87.1654445161205,88.2686712568622,,0.4029170283,0.04673356344657709,-0.040327838615708766,0.0014964581555212408,0.006194978719884725,0.0007896647903300469,0.012857026235712166,-0.7683938989032925,0.0,1.4254710667629138,13.403861780736216,-0.456255030498397,0.0,-0.7619743402474075,-0.27934878248209283,-0.4080186091788994,-0.006994918221804647,-0.005511168217045448,-1.1013051318159577,0.02873295112271057,0.07028845627680624,0.025753860048048027,0.0023881499583695565
7741,New Zealand,2014,95.2410653801034,1.227513,0.708240811865337,0.19880686,171075.5571,2368553021.05147,107.32676,6.3190021,86.3185083206129,87.5937394718563,,0.4043938389,0.06440213601299583,-0.009716421458172753,-0.0076463344853334725,0.04673356344657709,-0.040327838615708766,0.0014964581555212408,-1.3880123921573067,0.0,0.24176151553932135,-1.9554776930587265,-0.7683938989032925,0.0,1.4254710667629138,13.403861780736216,-0.456255030498397,0.0,-0.7619743402474075,-0.27934878248209283,0.03641396316655299,0.082064106881238,0.03715533048164188,0.025447875000637943
7742,New Zealand,2015,99.6737658985014,0.2927033,-0.0088734785497329,0.35629982,177208.1103,1899155321.6561,100.0,6.2214023,86.0112583839029,90.082641328649,,0.407049727,-0.015445445096465393,-0.0035594908054804586,0.028414152333254172,0.06440213601299583,-0.009716421458172753,-0.0076463344853334725,0.7921907724914521,0.0,-0.19817909720551263,-1.0125289003416258,-1.3880123921573067,0.0,0.24176151553932135,-1.9554776930587265,-0.7683938989032925,0.0,1.4254710667629138,13.403861780736216,-0.068265919888013,-0.761547698476513,0.035847045036452974,0.04654190396450608
7743,New Zealand,2016,101.049280544881,0.6462373,-0.40703344607225,1.2224484,183668.7618,1798598257.04112,100.79777,6.1195998,85.3724766495933,92.6212714673094,,0.4008681304,-0.01636327231241752,-0.007426722342073644,0.02818112458979405,-0.015445445096465393,-0.0035594908054804586,0.028414152333254172,2.430954301352159,0.0,-0.05294830995039013,44.87078717674954,0.7921907724914521,0.0,-0.19817909720551263,-1.0125289003416258,-1.3880123921573067,0.0,0.24176151553932135,-1.9554776930587265,0.007977700000000087,1.2078237587345275,0.03645798992530658,0.013800167315643597
7744,New Zealand,2017,102.620528324121,1.850787,-0.0395137067402945,1.1827975,189414.767,2420634317.59034,102.20052,,84.0912717408648,92.3238125631615,,0.4082690205,0.0,-0.015007236043849792,-0.003211561441940347,-0.01636327231241752,-0.007426722342073644,0.02818112458979405,-0.032435643091356714,0.0,0.3458449145683782,-0.9029227029827896,2.430954301352159,0.0,-0.05294830995039013,44.87078717674954,0.7921907724914521,0.0,-0.19817909720551263,-1.0125289003416258,0.01391647850939548,1.8639433223678048,0.03128460791964671,0.01554932178405899
7745,New Zealand,2018,105.142599808217,1.598298,0.312178411280189,,,69504663.5326958,98.314031,,83.8360061814944,94.0409302262113,,0.4102249062,0.0,-0.0030355773445432943,0.018598859983983695,0.0,-0.015007236043849792,-0.003211561441940347,0.0,0.0,-0.9712865908627267,-8.900509393664198,-0.032435643091356714,0.0,0.3458449145683782,-0.9029227029827896,2.430954301352159,0.0,-0.05294830995039013,44.87078717674954,-0.03802807461253621,-0.13642250566920988,0.0,0.024576676083075455
8006,Norway,1956,,3.804797,,,,,,,,,16.6751,,0.0,0.0,0.0,0.0,-0.0030355773445432943,0.018598859983983695,0.0,-0.5219267312312571,0.0,0.0,0.0,0.0,-0.9712865908627267,-8.900509393664198,-0.032435643091356714,0.0,0.3458449145683782,-0.9029227029827896,0.0,1.3805304142281352,0.0,0.0
