,Country,Year,C_M2,C_cpi,IV_fdi_outflow,IV_lending,C_gdp,IV_trade_balance,C_REER,DV_VA,DV_nfc_ls,DV_hh_ls,IV_gov_exp,IV_gini,DV_VAplus,DV_nfc_lsplus,DV_hh_lsplus,IVlag1_DV_VAplus,IVlag1_DV_nfc_lsplus,IVlag1_DV_hh_lsplus,IV_lendingplus,IV_gov_expplus,IV_trade_balanceplus,IV_fdi_outflowplus,IV_lendingplus_lag1,IV_gov_expplus_lag1,IV_trade_balanceplus_lag1,IV_fdi_outflowplus_lag1,IV_lendingplus_lag2,IV_gov_expplus_lag2,IV_trade_balanceplus_lag2,IV_fdi_outflowplus_lag2,C_REERplus,C_cpiplus,C_gdpplus,C_m2plus
413,Australia,1964,48.6026674207079,2.866242,,,230024.0341,,,,,,23.50248326,0.4098739057,,,,,,,,0.023426755232730523,,,,0.011555371494423206,,,,-0.027402309253072077,,,,3.4713371086369857,0.05983279674928843,0.009895506640491547
414,Australia,1965,46.8293104192754,3.405573,,,235504.4013,,,,,,25.8323058,0.4068615356,,,,,,,,0.09913090945437397,,,,0.023426755232730523,,,,0.011555371494423206,,,,0.18816659584222117,0.023825193838733716,-0.03648682460331254
415,Australia,1966,47.9973714473468,3.293413,,,250347.6056,,,,,,25.62864096,0.3988582145,,,,,,,,-0.007884113852507979,,,,0.09913090945437397,,,,0.023426755232730523,,,,-0.032934252180176427,0.06302729043731037,0.024942947432140983
416,Australia,1967,46.9342716085771,3.478261,,,263104.7067,,,,,,26.37193031,0.4007873029,,,,,,,,0.02900229283168354,,,,-0.007884113852507979,,,,0.09913090945437397,,,,0.056126577504855835,0.05095755187841888,-0.022149126227379412
417,Australia,1968,46.7480371652895,2.521008,,,281639.1549,,,,,,25.28369987,0.3972075944,,,,,,,,-0.0412647245464377,,,,0.02900229283168354,,,,-0.007884113852507979,,,,-0.2752102271796164,0.07044514114729838,-0.003967984095731958
418,Australia,1969,45.6613465419189,3.278688,,,301838.1397,,,,,,24.70626543,0.3922570136,,,,,,,,-0.022838209714913904,,,,-0.0412647245464377,,,,0.02900229283168354,,,,0.3005464480874316,0.07171937725481348,-0.023245695204877403
419,Australia,1970,42.5985726303221,3.439153,2.16407532611203,-1.5304857,313923.052,,,,,,25.3162673,0.3895263046,,,,,,,,0.024690169047536292,,,,-0.022838209714913904,,,,-0.0412647245464377,,,,0.04894183283069342,0.040037724563275257,-0.06707585613545264
420,Australia,1971,42.3314481321625,6.138107,2.55851721708524,-1.4971675,326205.7094,,,,,,26.05185635,0.3955673576,,,,,,,-0.02176969049759825,0.029055983699461052,,0.1822680967773258,,0.024690169047536292,,,,-0.022838209714913904,,,,0.7847728786709982,0.03912633150623157,-0.0062707382352398255
421,Australia,1972,45.9135869076522,6.024096,2.02822714213887,-1.963898,334731.2079,,102.97628,,,,27.02365877,0.3904513275,,,,,,,0.31174234011892454,0.03730261701677162,,-0.20726461069138202,-0.02176969049759825,0.029055983699461052,,0.1822680967773258,,0.024690169047536292,,,,-0.0185742933448374,0.0261353442147938,0.08462121976800674
422,Australia,1973,49.8038072647597,9.090909,0.211868975839027,-0.82791346,348466.8942,,116.97105,,,,26.59158013,0.381654671,,,,,,,-0.5784335744524409,-0.01598890230510408,,-0.8955398182791301,0.31174234011892454,0.03730261701677162,,-0.20726461069138202,-0.02176969049759825,0.029055983699461052,,0.1822680967773258,0.13590285063705942,0.5090909905818233,0.041034973661922436,0.08472917537312097
423,Australia,1974,44.8714162463499,15.41667,1.4946654251441,-3.4500204,353170.7674,,123.08631,,,,30.91218353,0.37142257,,,,,,,3.1671268395612264,0.16248013013433504,,6.0546686659764255,-0.5784335744524409,-0.01598890230510408,,-0.8955398182791301,0.31174234011892454,0.03730261701677162,,-0.20726461069138202,0.052280115464467425,0.6958337169583371,0.013498766391565109,-0.09903642491002629
424,Australia,1975,45.8207088451053,15.16245,0.462103649623417,-4.3011269,362309.7831,,116.30704,,,,33.03219606,0.3667756209,,,,,,,0.24669607750725175,0.06858177870038018,,-0.6908313781468078,3.1671268395612264,0.16248013013433504,,6.0546686659764255,-0.5784335744524409,-0.01598890230510408,,-0.8955398182791301,-0.055077368067984134,-0.016489942380553013,0.02587704460162521,0.021155842141100667
425,Australia,1976,43.9631640915972,13.32288,0.998190542150052,-4.1769886,375343.5826,,119.78259,,,,33.28926274,0.3630275165,,,,,,,-0.028861808285638002,0.007782306678401296,,1.1601009707746504,0.24669607750725175,0.06858177870038018,,-0.6908313781468078,3.1671268395612264,0.16248013013433504,,6.0546686659764255,0.029882541933833107,-0.12132406042559085,0.03597418592586732,-0.04053941548105333
426,Australia,1977,40.3427566251015,12.30982,1.0353903101106,-5.0762486,378710.3215,,109.71574,,35.0609289849737,34.2880327691334,34.08332539,0.3641950614,,,,,,,0.2152890721320142,0.023853416526580684,,0.03726720139064987,-0.028861808285638002,0.007782306678401296,,1.1601009707746504,0.24669607750725175,0.06858177870038018,,-0.6908313781468078,-0.08404268099395751,-0.07603911466589797,0.008969752131310349,-0.08235093040511332
427,Australia,1978,40.8170112181778,8.004926,1.41699805422988,-4.7661211,394022.8991,,104.41087,,35.8881187350583,36.5079215850793,33.20684392,0.362528839,,0.023592921637618725,0.06474237909455915,,,,-0.06109383610566277,-0.025715843743849054,,0.36856414474123955,0.2152890721320142,0.023853416526580684,,0.03726720139064987,-0.028861808285638002,0.007782306678401296,,1.1601009707746504,-0.04835103878440772,-0.34971218100670853,0.040433483669918724,0.011755631809780898
428,Australia,1979,40.3050081374856,9.122006,1.10605053833142,-3.1556865,405978.1542,,101.45512,,36.7448727008812,37.2151184055957,32.51658288,0.3660465034,,0.02387291382275669,0.019371051262623284,,0.023592921637618725,0.06474237909455915,-0.33789208587251385,-0.020786710163210098,,-0.21944103237845003,-0.06109383610566277,-0.025715843743849054,,0.36856414474123955,0.2152890721320142,0.023853416526580684,,0.03726720139064987,-0.028308834128094262,0.1395490726585107,0.030341523620346367,-0.012543865055562375
429,Australia,1980,40.5400117539409,10.13584,1.24601891690549,-3.3304194,419529.1335,,103.0264,,38.5743764383585,38.070552996349,33.21014559,0.3703959918,,0.04978936115441823,0.022986211717243243,,0.02387291382275669,0.019371051262623284,0.05537080441926023,0.021329507856331142,,0.12654790511220693,-0.33789208587251385,-0.020786710163210098,,-0.21944103237845003,-0.06109383610566277,-0.025715843743849054,,0.36856414474123955,0.015487439175075668,0.11114156250280915,0.03337859232032536,0.005830630666384451
430,Australia,1981,39.3590855910925,9.487666,1.32841722704337,-3.7291803,433493.7117,,112.19466,,40.714983760678,38.6168970111973,33.38966271,0.3705559352,,0.055492985758050395,0.014350829495455297,,0.04978936115441823,0.022986211717243243,0.11973293813986308,0.005405490304566829,,0.06612926097664529,0.05537080441926023,0.021329507856331142,,0.12654790511220693,-0.33789208587251385,-0.020786710163210098,,-0.21944103237845003,0.08898942406994714,-0.06394872057964596,0.03328631335682908,-0.029129891969841393
431,Australia,1982,37.7112872550024,11.35182,1.17991355140938,-5.6979123,423867.2143,,112.76046,,44.5940697333041,38.6247976809705,36.66004354,0.3781584595,,0.09527416234345831,0.00020459100509584438,,0.055492985758050395,0.014350829495455297,0.5279262040507937,0.0979459079417575,,-0.11178993512792035,0.11973293813986308,0.005405490304566829,,0.06612926097664529,0.05537080441926023,0.021329507856331142,,0.12654790511220693,0.005043020764089912,0.19648183230733451,-0.02220677518538494,-0.04186576774697792
432,Australia,1983,39.6452153502117,10.03891,1.68951986047399,-6.0845073,443286.0834,,110.10502,,47.4767217625629,39.2987228255203,37.04433175,0.3716627731,,0.06464204874097756,0.01744799157567689,,0.09527416234345831,0.00020459100509584438,0.06784853462907825,0.010482481003621924,,0.4319013951961963,0.5279262040507937,0.0979459079417575,,-0.11178993512792035,0.11973293813986308,0.005405490304566829,,0.06612926097664529,-0.023549389564391676,-0.11565634409284153,0.04581356718534946,0.051282473656551364
433,Australia,1984,39.2693248601074,3.960396,0.22161337750027,-5.7921548,466555.5515,,112.33787,,47.593235837272,39.9434688169822,38.41279549,0.3733397217,,0.0024541305798617685,0.016406283591567483,,0.06464204874097756,0.01744799157567689,-0.04804867273312341,0.03694124513394681,,-0.8688305579088623,0.06784853462907825,0.010482481003621924,,0.4319013951961963,0.5279262040507937,0.0979459079417575,,-0.11178993512792035,0.0202792751865446,-0.6054954173311644,0.05249311668330159,-0.0094813582618688
434,Australia,1985,42.0489249782953,6.734694,1.16438438400775,-5.2024654,485389.1527,,94.757932,,51.7337646735084,42.6316079623457,38.73400497,0.3788965351,,0.08699826274459355,0.0672985903572958,,0.0024541305798617685,0.016406283591567483,-0.10180829421202608,0.008362043842490507,,4.254124986233429,-0.04804867273312341,0.03694124513394681,,-0.8688305579088623,0.06784853462907825,0.010482481003621924,,0.4319013951961963,-0.15649164435822038,0.7005102520051028,0.04036732847663904,0.07078298718121356
435,Australia,1986,41.5969873962496,9.05035,2.94981902202127,-3.5256522,497793.4995,,82.428064,,62.4127073271864,43.4142666242498,38.41347669,0.3871913254,,0.20642113948352248,0.018358647475726908,,0.08699826274459355,0.0672985903572958,-0.32231126419408773,-0.00827511330801578,,1.53337219438494,-0.10180829421202608,0.008362043842490507,,4.254124986233429,-0.04804867273312341,0.03694124513394681,,-0.8688305579088623,-0.13011964001071685,0.3438398240513971,0.02555546767166139,-0.010747898603328698
436,Australia,1987,43.9620171643776,8.533022,2.74543140314585,-1.7870154,526356.4547,,82.570216,,69.2517334209397,42.294601004168,36.04185088,0.4039707847,,0.1095774624532957,-0.025790269124490672,,0.20642113948352248,0.018358647475726908,-0.49313905665453894,-0.061739421014640916,,-0.06928818932605896,-0.32231126419408773,-0.00827511330801578,,1.53337219438494,-0.10180829421202608,0.008362043842490507,,4.254124986233429,0.0017245582766567402,-0.05716110426668575,0.057379124533947445,0.05685579452182221
437,Australia,1988,45.7266355861558,7.21594,3.5968794608991,-1.0363893,546724.9354,,91.193912,,74.9134998232325,42.3279993972517,34.6076426,0.4172522138,,0.08175631312906373,0.0007896609092117313,,0.1095774624532957,-0.025790269124490672,-0.4200445614514571,-0.039792858717914936,,0.31013270146819893,-0.49313905665453894,-0.061739421014640916,,-0.06928818932605896,-0.32231126419408773,-0.00827511330801578,,1.53337219438494,0.10444075863868396,-0.1543511782812702,0.03869712343816345,0.04013961450358727
438,Australia,1989,52.7955464981185,7.533903,1.01062259524372,-2.0896269,566237.2445,-7654223703.63625,98.340214,5.7963484,74.452306646479,44.6935286180721,34.45496506,0.3960844333,,-0.00615634268645493,0.05588568452337461,,0.08175631312906373,0.0007896609092117313,1.0162567290109998,-0.004411671195425515,,-0.7190279501356718,-0.4200445614514571,-0.039792858717914936,,0.31013270146819893,-0.49313905665453894,-0.061739421014640916,,-0.06928818932605896,0.07836380568913426,0.044063975033051817,0.03568944424626297,0.1545906629986764
